FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,GAMES_PLAYED_FLAG,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
Karl-Anthony,Towns,Karl-Anthony Towns,1995-11-15T00:00:00,Kentucky,USA,7-0,248,8,Center-Forward,Active,1610612750,Timberwolves,2015,2023,N,Y,1,1,N
Gary,Trent Jr.,Gary Trent Jr.,1999-01-18T00:00:00,Duke,USA,6-5,209,5,Guard-Forward,Active,1610612761,Raptors,2018,2023,Y,Y,2,37,N
P.J.,Tucker,P.J. Tucker,1985-05-05T00:00:00,Texas,USA,6-5,245,12,Forward,Active,1610612755,76ers,2006,2023,Y,Y,2,35,N
Myles,Turner,Myles Turner,1996-03-24T00:00:00,Texas,USA,6-11,250,8,Center-Forward,Active,1610612754,Pacers,2015,2023,N,Y,1,11,N
Stanley,Umude,Stanley Umude,1999-04-12T00:00:00,Arkansas,USA,6-6,210,1,Guard,Active,1610612765,Pistons,2022,2023,Y,Y,Undrafted,Undrafted,N
Jonas,Valanciunas,Jonas Valanciunas,1992-05-06T00:00:00,Lietuvos rytas Vilnius,Lithuania,6-11,265,11,Center,Active,1610612740,Pelicans,2012,2023,N,Y,1,5,N
Fred,VanVleet,Fred VanVleet,1994-02-25T00:00:00,Wichita State,USA,6-0,197,7,Guard,Active,1610612745,Rockets,2016,2023,Y,Y,Undrafted,Undrafted,N
Jarred,Vanderbilt,Jarred Vanderbilt,1999-04-03T00:00:00,Kentucky,USA,6-8,214,5,Forward,Active,1610612747,Lakers,2018,2023,Y,Y,2,41,N
Devin,Vassell,Devin Vassell,2000-08-23T00:00:00,Florida State,USA,6-5,200,3,Guard-Forward,Active,1610612759,Spurs,2020,2023,N,Y,1,11,N
Gabe,Vincent,Gabe Vincent,1996-06-14T00:00:00,California-Santa Barbara,USA,6-2,200,4,Guard,Active,1610612747,Lakers,2019,2023,Y,Y,Undrafted,Undrafted,N
Noah,Vonleh,Noah Vonleh,1995-08-24T00:00:00,Indiana,USA,6-10,257,8,Forward,Inactive,0,,2014,2022,Y,Y,1,9,N
Nikola,Vucevic,Nikola Vucevic,1990-10-24T00:00:00,Southern California,Montenegro,6-10,260,12,Center,Active,1610612741,Bulls,2011,2023,N,Y,1,16,N
Dean,Wade,Dean Wade,1996-11-20T00:00:00,Kansas State,USA,6-9,228,4,Forward-Center,Active,1610612739,Cavaliers,2019,2023,Y,Y,Undrafted,Undrafted,N
Franz,Wagner,Franz Wagner,2001-08-27T00:00:00,Michigan,Germany,6-10,220,2,Forward,Active,1610612753,Magic,2021,2023,N,Y,1,8,N
Moritz,Wagner,Moritz Wagner,1997-04-26T00:00:00,Michigan,Germany,6-11,245,5,Forward-Center,Active,1610612753,Magic,2018,2023,Y,Y,1,25,N
Ish,Wainright,Ish Wainright,1994-09-12T00:00:00,Baylor,USA,6-5,250,2,Forward,Active,1610612756,Suns,2021,2023,N,Y,Undrafted,Undrafted,N
Jabari,Walker,Jabari Walker,2002-07-30T00:00:00,Colorado,USA,6-7,200,1,Forward,Active,1610612757,Trail Blazers,2022,2023,N,Y,2,57,N
Kemba,Walker,Kemba Walker,1990-05-08T00:00:00,Connecticut,USA,6-0,184,12,Guard,Inactive,0,,2011,2022,N,Y,1,9,N
Lonnie,Walker IV,Lonnie Walker IV,1998-12-14T00:00:00,Miami,USA,6-4,204,5,Guard-Forward,Active,1610612751,Nets,2018,2023,Y,Y,1,18,N
John,Wall,John Wall,1990-09-06T00:00:00,Kentucky,USA,6-3,210,11,Guard,Inactive,0,,2010,2022,N,Y,1,1,N
T.J.,Warren,T.J. Warren,1993-09-05T00:00:00,North Carolina State,USA,6-8,220,9,Forward,Inactive,1610612756,Suns,2014,2022,Y,Y,1,14,N
P.J.,Washington,P.J. Washington,1998-08-23T00:00:00,Kentucky,USA,6-7,230,4,Forward,Active,1610612766,Hornets,2019,2023,N,Y,1,12,N
Duane,Washington Jr.,Duane Washington Jr.,2000-03-24T00:00:00,Ohio State,Germany,6-2,197,2,Guard,Active,1610612752,Knicks,2021,2023,Y,Y,Undrafted,Undrafted,N
TyTy,Washington Jr.,TyTy Washington Jr.,2001-11-15T00:00:00,Kentucky,USA,6-3,195,1,Guard,Active,1610612749,Bucks,2022,2023,Y,Y,1,29,N
Yuta,Watanabe,Yuta Watanabe,1994-10-13T00:00:00,George Washington,Japan,6-8,215,5,Guard-Forward,Active,1610612756,Suns,2018,2023,Y,Y,Undrafted,Undrafted,N
Lindy,Waters III,Lindy Waters III,1997-07-28T00:00:00,Oklahoma State,USA,6-6,210,2,Forward,Active,1610612760,Thunder,2021,2023,Y,Y,Undrafted,Undrafted,N
Trendon,Watford,Trendon Watford,2000-11-09T00:00:00,Louisiana State,USA,6-8,237,2,Forward,Active,1610612751,Nets,2021,2023,N,Y,Undrafted,Undrafted,N
Peyton,Watson,Peyton Watson,2002-09-11T00:00:00,UCLA,USA,6-7,200,1,Guard,Active,1610612743,Nuggets,2022,2023,Y,Y,1,30,N
Blake,Wesley,Blake Wesley,2003-03-16T00:00:00,Notre Dame,USA,6-4,185,1,Guard,Active,1610612759,Spurs,2022,2023,Y,Y,1,25,N
Russell,Westbrook,Russell Westbrook,1988-11-12T00:00:00,UCLA,USA,6-3,200,15,Guard,Active,1610612746,Clippers,2008,2023,N,Y,1,4,Y
Coby,White,Coby White,2000-02-16T00:00:00,North Carolina,USA,6-5,195,4,Guard,Active,1610612741,Bulls,2019,2023,N,Y,1,7,N
Derrick,White,Derrick White,1994-07-02T00:00:00,Colorado,USA,6-4,190,6,Guard,Active,1610612738,Celtics,2017,2023,Y,Y,1,29,N
Jack,White,Jack White,1997-08-05T00:00:00,Duke,Australia,6-7,225,1,Forward,Active,1610612760,Thunder,2022,2023,Y,Y,Undrafted,Undrafted,N
Joe,Wieskamp,Joe Wieskamp,1999-08-23T00:00:00,Iowa,USA,6-6,205,2,Guard-Forward,Active,1610612742,Mavericks,2021,2023,Y,Y,2,41,N
Aaron,Wiggins,Aaron Wiggins,1999-01-02T00:00:00,Maryland,USA,6-5,190,2,Guard,Active,1610612760,Thunder,2021,2023,Y,Y,2,55,N
Andrew,Wiggins,Andrew Wiggins,1995-02-23T00:00:00,Kansas,Canada,6-7,197,9,Forward,Active,1610612744,Warriors,2014,2023,N,Y,1,1,N
Lindell,Wigginton,Lindell Wigginton,1998-03-28T00:00:00,Iowa State,Canada,6-1,189,2,Guard,Active,1610612749,Bucks,2021,2023,Y,Y,,,N
Alondes,Williams,Alondes Williams,1999-06-19T00:00:00,Wake Forest,USA,6-4,210,1,Guard,Active,1610612748,Heat,2022,2023,Y,Y,Undrafted,Undrafted,N
Donovan,Williams,Donovan Williams,2001-09-06T00:00:00,UNLV,USA,6-6,190,1,Guard,Active,1610612744,Warriors,2022,2023,Y,Y,Undrafted,Undrafted,N
Grant,Williams,Grant Williams,1998-11-30T00:00:00,Tennessee,USA,6-6,236,4,Forward,Active,1610612742,Mavericks,2019,2023,N,Y,1,22,N
Jalen,Williams,Jalen Williams,2001-04-14T00:00:00,Santa Clara,USA,6-5,211,1,Guard-Forward,Active,1610612760,Thunder,2022,2023,N,Y,1,12,N
Jaylin,Williams,Jaylin Williams,2002-06-29T00:00:00,Arkansas,USA,6-9,240,1,Forward,Active,1610612760,Thunder,2022,2023,Y,Y,2,34,N
Kenrich,Williams,Kenrich Williams,1994-12-02T00:00:00,TCU,USA,6-6,210,5,Guard-Forward,Active,1610612760,Thunder,2018,2023,Y,Y,Undrafted,Undrafted,N
Mark,Williams,Mark Williams,2001-12-16T00:00:00,Duke,USA,7-0,240,1,Center,Active,1610612766,Hornets,2022,2023,Y,Y,1,15,N
Patrick,Williams,Patrick Williams,2001-08-26T00:00:00,Florida State,USA,6-7,215,3,Forward,Active,1610612741,Bulls,2020,2023,N,Y,1,4,N
Ziaire,Williams,Ziaire Williams,2001-09-12T00:00:00,Stanford,USA,6-9,185,2,Forward,Active,1610612763,Grizzlies,2021,2023,Y,Y,1,10,N
Robert,Williams III,Robert Williams III,1997-10-17T00:00:00,Texas A&M,USA,6-9,237,5,Center-Forward,Active,1610612757,Trail Blazers,2018,2023,Y,Y,1,27,N
Vince,Williams Jr.,Vince Williams Jr.,2000-08-30T00:00:00,Virginia Commonwealth,USA,6-4,205,1,Guard,Active,1610612763,Grizzlies,2022,2023,Y,Y,2,47,N
Zion,Williamson,Zion Williamson,2000-07-06T00:00:00,Duke,USA,6-6,284,3,Forward,Active,1610612740,Pelicans,2019,2023,N,Y,1,1,N
Dylan,Windler,Dylan Windler,1996-09-22T00:00:00,Belmont,USA,6-7,196,3,Guard-Forward,Active,1610612752,Knicks,2019,2023,Y,Y,1,26,N
Justise,Winslow,Justise Winslow,1996-03-26T00:00:00,Duke,USA,6-6,222,9,Forward-Guard,Inactive,1610612757,Trail Blazers,2015,2022,N,Y,1,10,N
James,Wiseman,James Wiseman,2001-03-31T00:00:00,Memphis,USA,7-0,240,2,Center,Active,1610612765,Pistons,2020,2023,Y,Y,1,2,N
Christian,Wood,Christian Wood,1995-09-27T00:00:00,UNLV,USA,6-9,214,7,Forward,Active,1610612747,Lakers,2015,2023,Y,Y,Undrafted,Undrafted,N
Delon,Wright,Delon Wright,1992-04-26T00:00:00,Utah,USA,6-5,185,8,Guard,Active,1610612764,Wizards,2015,2023,Y,Y,1,20,N
McKinley,Wright IV,McKinley Wright IV,1998-10-25T00:00:00,Colorado,USA,5-11,192,3,Guard,Inactive,1610612742,Mavericks,2021,2022,Y,Y,Undrafted,Undrafted,N
Thaddeus,Young,Thaddeus Young,1988-06-21T00:00:00,Georgia Tech,USA,6-8,235,16,Forward,Active,1610612761,Raptors,2007,2023,N,Y,1,12,N
Trae,Young,Trae Young,1998-09-19T00:00:00,Oklahoma,USA,6-1,164,5,Guard,Active,1610612737,Hawks,2018,2023,N,Y,1,5,N
Omer,Yurtseven,Omer Yurtseven,1998-06-19T00:00:00,Georgetown,Turkey,6-11,275,2,Center,Active,1610612762,Jazz,2020,2023,Y,Y,Undrafted,Undrafted,N
Cody,Zeller,Cody Zeller,1992-10-05T00:00:00,Indiana,USA,6-11,240,10,Forward-Center,Active,1610612740,Pelicans,2013,2023,N,Y,1,4,N
Ivica,Zubac,Ivica Zubac,1997-03-18T00:00:00,Mega Basket,Croatia,7-0,240,7,Center,Active,1610612746,Clippers,2016,2023,Y,Y,2,32,N
